Date,Adj Close_SNP500,Volume_SNP500
1/7/2019,0.7672300909413746,3513270000
2/7/2019,0.29281260087797845,3206840000
3/7/2019,0.7672378472751938,1963720000
5/7/2019,-0.18059015151773514,2434210000
8/7/2019,-0.4835444445918497,2904550000
9/7/2019,0.12365570861710884,3028210000
10/7/2019,0.4510689423771089,3154240000
11/7/2019,0.2285226822160745,3154620000
12/7/2019,0.46201747407673005,2974960000
15/7/2019,0.017586909302389743,2874970000
16/7/2019,-0.34037785997461484,3290650000
17/7/2019,-0.6531243507170823,3181600000
18/7/2019,0.35819976006714005,3296580000
19/7/2019,-0.6176734523636663,3260360000
22/7/2019,0.28286949574615694,3003720000
23/7/2019,0.6847482873345652,3313660000
24/7/2019,0.46881479888191246,3428980000
25/7/2019,-0.5262401372888165,3645270000
26/7/2019,0.7387690916858316,3257590000
29/7/2019,-0.16161143698240324,3203710000
30/7/2019,-0.2578654893885398,3634330000
31/7/2019,-1.088552616843872,4623430000
1/8/2019,-0.8998793795710136,4762300000
2/8/2019,-0.7282740005389532,3874660000
5/8/2019,-2.9777820139795272,4513730000
6/8/2019,1.3017017418171808,4154240000
7/8/2019,0.07668759077451077,4491750000
8/8/2019,1.876230361349452,4106370000
9/8/2019,-0.6616606508901511,3350640000
12/8/2019,-1.2317322120534364,2851630000
13/8/2019,1.5131688258040261,3853600000
14/8/2019,-2.9292752675063873,4312530000
15/8/2019,0.24642680273539863,4038000000
16/8/2019,1.4426124661553554,3498150000
19/8/2019,1.210586524751753,3212880000
20/8/2019,-0.7914727404321117,3066300000
21/8/2019,0.8246798638009197,3011190000
22/8/2019,-0.05060750417732875,2890880000
23/8/2019,-2.5946336841673854,3937300000
26/8/2019,1.0982987950876477,2857600000
27/8/2019,-0.3203180738739041,3533630000
28/8/2019,0.6545480062458092,3097420000
29/8/2019,1.2687291892681318,3176190000
30/8/2019,0.06427873232609989,3008450000
3/9/2019,-0.6899100370093904,3426790000
4/9/2019,1.0842078947640275,3163260000
5/9/2019,1.3009813744635537,3890700000
6/9/2019,0.091060517473119,3208280000
9/9/2019,-0.00940101599908717,4002890000
10/9/2019,0.03223043757673401,4390770000
11/9/2019,0.7229681167479203,3927550000
12/9/2019,0.2879152861207152,3791860000
13/9/2019,-0.0724414102592664,3520060000
16/9/2019,-0.31355867830603257,4274640000
17/9/2019,0.2581752291787873,3671840000
18/9/2019,0.03426918910043969,3435540000
19/9/2019,0.001997485653830151,3251290000
20/9/2019,-0.4895576614619744,6094740000
23/9/2019,-0.00969358983607796,3186590000
24/9/2019,-0.841637110881327,3868160000
25/9/2019,0.6158571562212799,3318870000
26/9/2019,-0.24289164070183225,3077240000
27/9/2019,-0.531635244859558,3243650000
30/9/2019,0.5047606617330532,3247610000
