Date,Adj Close_SNP500,Volume_SNP500
1/10/2019,-1.225837329514293,3558040000
2/10/2019,-1.790320312898564,3912520000
3/10/2019,0.797191280921072,3503640000
4/10/2019,1.4216897600649132,2990830000
7/10/2019,-0.44782947738039636,2940140000
8/10/2019,-1.556081904223443,3356450000
9/10/2019,0.9104492289421982,2726820000
10/10/2019,0.6415695563724623,3217250000
11/10/2019,1.093897760815917,3580460000
14/10/2019,-0.13871190067762998,2557020000
15/10/2019,0.9955676879340637,3340740000
16/10/2019,-0.1999543053987357,3222570000
17/10/2019,0.27628316524479235,3115960000
18/10/2019,-0.3919344949731617,3264290000
21/10/2019,0.6871616213485073,3271620000
22/10/2019,-0.35686665547477925,3523890000
23/10/2019,0.28471490320299425,3392870000
24/10/2019,0.19204461816167387,3692600000
25/10/2019,0.40727005840515845,3370370000
28/10/2019,0.5581337852645794,3521230000
29/10/2019,-0.08324052170899778,3589930000
30/10/2019,0.32533701741289645,3776030000
31/10/2019,-0.3022860583353128,4139280000
1/11/2019,0.9662311997104175,3930200000
4/11/2019,0.37040892383407753,4146850000
5/11/2019,-0.11856994273684736,4486130000
6/11/2019,0.07024971924359596,4458190000
7/11/2019,0.2730095398704889,4144640000
8/11/2019,0.2560675932725453,3499150000
11/11/2019,-0.196246713532387,3035530000
12/11/2019,0.15646460440210747,3466010000
13/11/2019,0.07115345352233675,3509280000
14/11/2019,0.08370428201816912,3276070000
15/11/2019,0.7695487966070376,3335650000
18/11/2019,0.05031527465895891,3436690000
19/11/2019,-0.05925942360626811,3590070000
20/11/2019,-0.3756184340461295,4034890000
21/11/2019,-0.1582752250866146,3720560000
22/11/2019,0.21749356912356563,3226780000
25/11/2019,0.750729150889971,3511530000
26/11/2019,0.21955704021284944,4595590000
27/11/2019,0.41744242725762587,3033090000
29/11/2019,-0.40112199177811825,1743020000
2/12/2019,-0.8631020628154299,3268740000
3/12/2019,-0.6638095111017225,3653390000
4/12/2019,0.6323567603082478,3695030000
5/12/2019,0.1500251219174472,3355750000
6/12/2019,0.9135724177039841,3479480000
9/12/2019,-0.3162821338922071,3345990000
10/12/2019,-0.10969339668811193,3343790000
11/12/2019,0.2908157950096574,3252540000
12/12/2019,0.8575225600500944,3990690000
13/12/2019,0.007258195181560759,3736870000
16/12/2019,0.7147785170966499,4051790000
17/12/2019,0.03352924270877516,3837540000
18/12/2019,-0.04323001864839996,4014080000
19/12/2019,0.44592918133158016,3720450000
20/12/2019,0.4944781233199347,6454270000
23/12/2019,0.08661435807297058,3060610000
24/12/2019,-0.019544821450487894,1296540000
26/12/2019,0.5128166582902407,2160680000
27/12/2019,0.0033984895565162447,2428670000
30/12/2019,-0.5780822613559021,3013290000
31/12/2019,0.2946021589209662,2893810000
2/1/2020,0.837880287639969,3458250000
3/1/2020,-0.7059870561300454,3461290000
6/1/2020,0.3533372692313276,3674070000
7/1/2020,-0.2803238450998093,3420380000
8/1/2020,0.4902451310513047,3720890000
9/1/2020,0.6655262499467346,3638390000
10/1/2020,-0.2855178532355304,3212970000
13/1/2020,0.6976215203984452,3456380000
14/1/2020,-0.15145329342817504,3665130000
15/1/2020,0.18701969703727125,3716840000
16/1/2020,0.836655316913509,3535080000
17/1/2020,0.3862162069015988,3698170000
21/1/2020,-0.26519776099732195,4105340000
22/1/2020,0.02890760899442764,3619850000
23/1/2020,0.11409765936629725,3764860000
24/1/2020,-0.9042160866312152,3707130000
27/1/2020,-1.5730711690954862,3823100000
28/1/2020,1.0053584464402479,3526720000
29/1/2020,-0.08668742243146611,3584500000
30/1/2020,0.313435886453447,3787250000
31/1/2020,-1.7705820200054914,4527830000
3/2/2020,0.7254613784725513,3757910000
4/2/2020,1.4980414158696487,3995320000
5/2/2020,1.1250595741116314,4117730000
6/2/2020,0.3325672909990021,3868370000
7/2/2020,-0.5400853565797882,3730650000
10/2/2020,0.7326397818839206,3450350000
11/2/2020,0.1688472520551207,3760550000
12/2/2020,0.6462646415009933,3926380000
13/2/2020,-0.16304458062382374,3498240000
14/2/2020,0.18435334086464072,3398040000
18/2/2020,-0.29199426231168335,3746720000
19/2/2020,0.4705785797802114,3600150000
20/2/2020,-0.38155198009306845,4007320000
21/2/2020,-1.051810288962261,3899270000
24/2/2020,-3.3513626544828097,4842960000
25/2/2020,-3.027999567249954,5591510000
26/2/2020,-0.37785404903644804,5478110000
27/2/2020,-4.41632426382664,7058840000
28/2/2020,-0.8238340422731799,8563850000
2/3/2020,4.603922874232038,6376400000
3/3/2020,-2.8107896034326765,6355940000
4/3/2020,4.220259077712598,5035480000
5/3/2020,-3.392207711880607,5575550000
6/3/2020,-1.7053851930321686,6552140000
9/3/2020,-7.596969728248699,8423050000
10/3/2020,4.939630595567477,7635960000
11/3/2020,-4.886844491153355,7374110000
12/3/2020,-9.511268088633582,8829380000
13/3/2020,9.28712497328204,8258670000
16/3/2020,-11.984055248695666,7781540000
17/3/2020,5.995484949047952,8358500000
18/3/2020,-5.183076244094559,8755780000
19/3/2020,0.47078080724886157,7946710000
20/3/2020,-4.335951242408568,9044690000
